time_stamp,pm2.5_atm
2023-08-19T00:01:11Z,5.115
2023-08-19T00:03:11Z,4.83
2023-08-19T00:05:11Z,5.245
2023-08-19T00:07:11Z,5.59
2023-08-19T00:09:11Z,5.34
2023-08-19T00:11:11Z,5.25
2023-08-19T00:13:11Z,5.65
2023-08-19T00:15:11Z,5.220000000000001
2023-08-19T00:17:11Z,5.67
2023-08-19T00:19:11Z,5.115
2023-08-19T00:21:11Z,5.3100000000000005
2023-08-19T00:23:11Z,5.205
2023-08-19T00:25:11Z,5.625
2023-08-19T00:27:11Z,4.475
2023-08-19T00:29:11Z,5.17
2023-08-19T00:31:11Z,5.17
2023-08-19T00:33:11Z,5.68
2023-08-19T00:35:11Z,5.99
2023-08-19T00:37:11Z,5.395
2023-08-19T00:39:11Z,4.525
2023-08-19T00:41:11Z,5.035
2023-08-19T00:43:11Z,5.205
2023-08-19T00:45:11Z,4.699999999999999
2023-08-19T00:47:11Z,5.845
2023-08-19T00:49:13Z,5.02
2023-08-19T00:51:11Z,5.220000000000001
2023-08-19T00:53:11Z,5.1
2023-08-19T00:55:11Z,4.6899999999999995
2023-08-19T00:57:11Z,4.4350000000000005
2023-08-19T00:59:11Z,4.67
2023-08-19T01:01:11Z,5.234999999999999
2023-08-19T01:03:11Z,4.82
2023-08-19T01:05:11Z,5.3100000000000005
2023-08-19T01:07:11Z,4.59
2023-08-19T01:09:11Z,4.895
2023-08-19T01:11:11Z,5.155
2023-08-19T01:13:11Z,5.734999999999999
2023-08-19T01:15:11Z,4.615
2023-08-19T01:17:11Z,4.855
2023-08-19T01:19:11Z,4.985
2023-08-19T01:21:11Z,4.88
2023-08-19T01:23:11Z,5.395
2023-08-19T01:25:11Z,5.4
2023-08-19T01:27:11Z,4.5649999999999995
2023-08-19T01:29:11Z,4.984999999999999
2023-08-19T01:31:11Z,4.99
2023-08-19T01:33:11Z,4.3149999999999995
2023-08-19T01:35:11Z,5.6899999999999995
2023-08-19T01:37:11Z,4.5649999999999995
